textid	text	target	condition
477	I could hold out my arms, say "I love you this much" I could tell you how long I will long for your touch How much and how far would I go to prove The depth and the breadth of my love for you? From here to the moon and back Who else in this world will love you like that? Love everlasting, I promise you that From here to the moon and back From here to the moon and back I want you to know you can always depend On promises made and love without end No need to wonder how faithful I'll be Now and on into eternity From here to the moon and back Who else in this world will love you like that? Forever and always, I'll be where you're at From here to the moon and back From here to the moon and back I would blow you a kiss from the star where I sat I would call out your name to echo through the vast Thank heaven for you and to God, tip my hat From here to the moon and back And I'll spend forever just proving that fact From here to the moon and backYou might also likeEmbed	19	1
478	I've chased after rainbows, I've captured one or two I've reached for the stars, I've even held a few I've walked that lonesome valley, topped the mountains, saw the sky I've laughed and I have cried, but I have always tried  I've always been a dreamer and dreams are special things But dreams are of no value if they're not equipped with wings So secure yourself for climbing, make ready for the flight Don't let your chance go by, you'll make it if you try  So try to be the first one up the mountain And try to be the first to touch the sky And try to be the one who make a difference Try to put your fear and doubt aside And try to make the most of every moment 'Cause if you never try, you never win So try each day to try a little harder And if you fall, get up and try again  Try and try and try Try and try and try You might also like Nothing is impossible if you can just believe Don't live your life in shackles when faith can be the key The winner's one that keeps determination in his eyes Who's not afraid to fly and not afraid to try  So try to be the first one up the mountain And try to be the first to touch the sky And try to count your blessings and keep counting And try to soar where only eagles fly And if you fail at first, just keep on trying Boy, you are not a failure in God's eyes The first step is the one that's always hardest But you won't amount to much if you don't try So spread your wings and let the magic happen 'Cause you'll never really know if you don't try  Try and try and try You gotta try (Try and try and try) Come give it a try (Try and try and try) You have to try (Try)  Oh, life, it ain't easy, who ever said it was? Life is hard, same as it ever was (Try) You have to try (You have to try) When you think you can't do it, just try a little harder Just dig a little deeper and go a little farther but try (Try) You have to try (Try) Whatever it is, you're gonna get through it Let the spirit lead you, I know you can do it Just try (Try) Just give it a try And whenever you think you ain't gonna make it Put a smile on your face, suck it up and take it for a while (Give it a try) At least you'll know you tried (Give it a try) Don't think I don't suffer, I know what I'm saying When I get to that place, well, I start praying and I try Lord knows I try Yes, I tryEmbed	19	1
479	Hey, maybe I'll dye my hair Maybe I'll move somewhere Maybe I'll get a car Maybe I'll drive so far They'll all lose track Me, I'll bounce right back Maybe I'll sleep real late Maybe I'll lose some weight Maybe I'll clear my junk Maybe I'll just get drunk on apple wine Me, I'll be just  Fine and dandy Lord it's like a hard candy Christmas I'm barely getting through tomorrow But still I won't let Sorrow bring me way down I'll be fine and dandy Lord it's like a hard candy Christmas I'm barely getting through tomorrow But still I won't let Sorrow bring me way down  Hey, maybe I'll learn to sew Maybe I'll just lie low Maybe I'll hit the bars Maybe I'll count the stars until dawn Me, I will go on You might also likeMaybe I'll settle down Maybe I'll just leave town Maybe I'll have some fun Maybe I'll meet someone And make him mine Me, I'll be just  Fine and dandy Lord it's like a hard candy Christmas I'm barely getting through tomorrow But still I won't let Sorrow bring me way down I'll be fine and dandy Lord it's like a hard candy Christmas I'm barely getting through tomorrow But still I won't let Sorrow bring me way down I'll be fine and dandy Lord it's like a hard candy Christmas I'm barely getting through tomorrow But still I won't let Sorrow bring me way down  Because I'll be fine (I'll be fine) Oh, I'll be fineEmbed	19	1
480	If I should stay Well, I would only be in your way And so I'll go, and yet I know That I'll think of you each step of my way  And I will always love you I will always love you  Bittersweet memories That's all I have and all I'm takin' with me Goodbye, aw, please don't cry 'Cause we both know that I'm not what you need  But I will always love you I will always love you  And I hope life will treat you kind And I hope that you have all that you ever dreamed of Oh, I do wish you joy And I wish you happiness But above all this, I wish you love I love you I will always love you You might also like I, I will always, always love you I will always love you I will always love you I will always love youEmbed	19	1
481	The Lord is my Shepherd, the Lord is my Shepherd My friend and helper, I shall not want He's there to guide me, standing beside me The Lord is my Shepherd, I shall not want  The Lord is my Shepherd; I shall not want He maketh me to lie down in green pastures He leadeth me beside the still waters He restores my soul; (I shall not want)  He leadeth me in the paths of righteousness for His name' sake And yea, though I walk through the valley of the shadow of death I will fear no evil: For thou art with me Thy rod and thy staff, they comfort me (I shall not want)  Thou preparest a table before me in the presence of mine enemies Thou anoints my head with oil; My cup runneth over Surely goodness and mercy shall follow me all the days of my life And I shall dwell in the House of the Lord foreverYou might also likeEmbed	19	1
482	I'm gonna miss you, I'm gonna miss you You fought a good fight, may you rest in peace now You've earned the right, you stood brave and tall The ultimate price, we honor you now For God and country, you gave it all And although I'm proud of all that you stood for My selfish heart just wants you home Your family and friends are all so proud of you But I can't accept the fact that you're gone  And I'm gonna miss you When the golden sun sinks slowly o'er the crest of yonder hill I'm gonna miss you In the wee hours of the morning' when the world is calm and still When I can see you, touch you, feel you, hear your heart beating true Even though you're gone, my love lives on And I, I'm gonna miss you  I'm gonna miss you I'm gonna miss you Your touch, your smell, your kisses, and the comfort of your eyes I'm gonna miss you Your laughter, tears, your humor, and that crooked little smile And I'm gonna miss the plans and dreams we had that never will come true God wanted you, but I did too And I, I'm gonna miss you I'll miss you You might also like And I'll see your face in every star I'll be loving' you wherever you are I'll miss you, god how I'll miss you While others go on with their lives And I see you in our child's eyes I'll miss you, oh how I'll miss you I'm gonna miss you, oh I will miss you Oh how I'll miss you I'm gonna miss you, forever miss youEmbed	19	1
483	Hold my hand, let's not lose my way Hold my hand and lead me home Guide each step that I might take Hold my hand and keep me strong  And let the path I walk be straight Let the deeds I do be kind Let me never hesitate To help my brother walking blind Hold my hand, let's not lose my way Hold my hand and lead me home Guide each step that I might take Hold my hand and keep me strong  And let my words have meaning, Lord Anything that I might speak If you see me leaning low Just hold my hand and strengthen me Hold my hand, let's not lose my way Hold my hand and lead me home Guide each step that I might take Hold my hand and keep me strong You might also likeAmenEmbed	19	1
484	Once upon a time there was a tavern Where we used to raise a glass or two Remember how we laughed away the hours And dreamed of all the great things we would do  Those were the days my friend We thought they'd never end We'd sing and dance forever and a day We'd live the life we choose We'd fight and never lose For we were young and sure to have our way La la la la Those were the days, oh yes those were the days  Then the busy years went rushing by us We lost our starry notions on the way If by chance I'd see you in the tavern We'd smile at one another and we'd say   Just tonight I stood before the tavern Nothing seemed the way it used to be In the glass I saw a strange reflection Was that lonely woman really me You might also like  Through the door there came familiar laughter I saw your face and heard you call my name Oh my friend we're older but no wiser For in our hearts the dreams are still the same Embed	19	1
485	How many roads must a man walk down Before you call him a man? Yes, and how many seas must a white dove sail Before she sleeps in the sand? Yes, and how many times must the cannon balls fly Before they're forever banned?  The answer, my friend, is blowing in the wind The answer is blowing in the wind  How many times must a man look up Before he can see the sky? Yes, and how many ears must one man have Before he can hear people cry? Yes, and how many deaths will it take till he knows That too many people have died?  The answer, my friend, is blowing in the wind The answer is blowing in the wind  How many years can a mountain exist Before it's washed to the sea? Yes, and how many years can some people exist Before they're allowed to be free? Yes, and how many times can a man turn his head Pretending he just doesn't see? You might also like The answer, my friend, is blowing in the wind The answer is blowing in the windEmbed	19	1
486	Where have all the flowers gone? Where have the flowers gone?  Where have all the flowers gone, long time passing? Where have all the flowers gone, long time ago? Where have all the flowers gone? Young girls picked them, every one When will we ever learn? When will we ever learn?  Where have all the young girls gone, long time passing? Where have all the young girls gone, long time ago? Where have all the young girls gone? Taken husbands, every one When will we ever learn? When will we ever learn?  Where have all the flowers gone? Where have the flowers gone?  Where have all the young men gone, long time passing? Where have all the young men gone, long time ago? Where have all the young men gone? Become soldiers, every one When will we ever learn? When will we ever learn? You might also like Where have all the soldiers gone, long time passing? Where have all the soldiers gone, long time ago? Where have all the soldiers gone? Gone to graveyards, every one Oh, when will we ever learn? When will we ever learn?  Where have all the flowers gone? Where have the flowers gone? Tell me, where have all the flowers gone? Where have the flowers gone?  Where have all the flowers gone, long time passing? Where have all the flowers gone, long time ago? Where have all the flowers gone? Gone to graveyards, every one When will we ever learn? When will we ever learn?  Where have all the flowers gone? Where have the flowers gone? Tell me, where have all the flowers gone? Where have all the flowers gone?Embed	19	1
487	Don't try to cry your way out of this Don't try to lie or I'll catch you in it Don't try to make me feel sorry for you Just because I'm blonde Don't think I'm dumb 'Cause this dumb blonde ain't nobody's fool  When you left you thought I'd sit And you thought I'd wait And you thought I'd cry You called me a dumb blonde (Dumb blonde) Ah, but somehow I lived through it And you know if there's one thing this blonde has learned Blondes have more fun  You flew too high up off the ground It's stormy weather and had to come back down But I've found new thread for my old spool Just because I'm blonde Don't think I'm dumb 'Cause this dumb blonde ain't nobody's fool  When you left you thought I'd sit And you thought I'd wait And you thought I'd cry You called me a dumb blonde Ah, but somehow I lived through it And you know if there's one thing this blonde has learned Blondes have more fun You might also like You flew too high up off the ground It's stormy weather and had to come back down But I've found new thread for my old spool Just because I'm blonde Don't think I'm dumb 'Cause this dumb blonde ain't nobody's foolEmbed	19	1
488	I have to mow the lawn and I have to wash the car And I'd just like to know just who you think you are I'm gettin' tired of wagging that old heavy garbage can Your woman's gettin' tired of being your ole handy man  I have to run your water and I have to wash your back And I have to scrub the tub after you have had your bath You're as helpless as a baby, but I love you, understand I'm just getting' tired of being your ole handy man  Your woman's getting tired of being your ole handy man Now I know you've got ten fingers, but where's your helpin' hand? I've just made a decision, I've stood all I'm gonna stand Your woman's gettin' tired of being your ole handy man  I do everything for you, you never help yourself And I think I'd die from shock if you raised a hand to help Well, I'm not gonna keep it up, if that's what you got planned Your woman's gettin' tired of being your ole handy man  Your woman's getting tired of being your ole handy man Now I know you've got ten fingers, but where's your helpin' hand? I've just made a decision, I've stood all I'm gonna stand Your woman's gettin' tired of being your ole handy manYou might also likeEmbed	19	1
489	She married the one I love today When my back was turned she took him away Now while they're all outside, waiting to throw rice What I want to throw will surely black her eyes  'Cause I don't want to throw rice, I want to throw rocks at her She took the only love I had No, I don't want to throw rice, I want to throw rocks at her It would be a way to hurt her 'cause she hurt me so bad  Well, I have never stole nothin' in my life But if I get the chance, I'll steal him from his wife 'Cause all is fair in love and war, maybe I'm carryin' this too far But I feel like tying dynamite to her side of the car  'Cause I don't want to throw rice, I want to throw rocks at her She took the only love I had No, I don't want to throw rice, I want to throw rocks at her It would be a way to hurt her 'cause she hurt me so badYou might also likeEmbed	19	1
490	I wasted my tears when I cried over you  I wasted my tears when I cried over you I should've known you would never be true I loved and I lost you, now I'm so blue I wasted my tears when I cried over you  You said that you loved me and would always be true Now you gone and left me, oh, what will I do? Oh, why did you leave me for somebody new? I wasted my tears when I cried over you  I wasted my time when I spent it with you But one is so blind when love is so new Now all of my fears have come true I wasted my tears when I cried over you  I wasted my tears when I cried over youYou might also likeEmbed	19	1
491	There's a place in my mind that's suspended in time When we were happy in love Days warm and sweet, and the night so complete Then life was perfect for us It was just you and I, only love in our eyes Not a sign of a tear on our face No sorrow, no pain, only sunshine, no rain Before something else took its place  Oh, I want to go back there Back to the time there was no doubt you cared Back to the time love was tender and fair I want to go back there, I want to go back there  Doop-do-do-do, doop-do-do-do-do I want to go back there Doop-do-do-do, doop-do-do-do-do I want to go back there  Do you think if we tried we could put life aside And see if we might make it back I know in my heart what we had at the start I believe it could still be like that You might also like Oh, I want to go back there Away from these heartaches, these worried and cares Back to the time love was tender and fair I want to go back there, I want to go back there  Doop-do-do-do, doop-do-do-do-do I want to go back there Doop-do-do-do, doop-do-do-do-do I want to go back there Doop-do-do-do, doop-do-do-do-do I want to go back there Doop-do-do-do, doop-do-do-do-do I want to go back thereEmbed	19	1
492	When I was a child I recall and old man; everybody loved old Zeke He was all alone, his family was gone; one day he said to me  I'm just sitting here thinking about Jesus, rocking as my old chair creaks Some glad day I'll fly away when Jesus comes calling for me It might be today, it might be tomorrow, maybe one day next week I'll soon be done with trouble and sorrow when He comes calling for me When Jesus comes calling for me  When I die don't grieve and cry Lordy, don't feel sorry for me Oh what a day, what a mighty fine day When Jesus comes calling for me When He comes calling for me  I might be in the graveyard walking talking to my family Or I might be plowing in the field down yonder, just old Muley and me Wherever I am, whatever I'm a doing, some sweet day I'll see And band of angels in a cloud of glory when Jesus comes calling for me When He comes calling for me  When I die just close my eyes And lay me beneath the willow tree Oh what a day, what a mighty fine day When Jesus comes calling for me When Jesus comes calling for me You might also like I'm just sitting here watching for Jesus, rocking as my old chair creaks Some sweet day I'll fly away when Jesus comes calling for me When He comes calling for meEmbed	19	1
493	I didn't cry all of these tears just to have you show up here again I didn't lie awake all these nights to have you come walking back in I didn't change my whole life around, not to mention my dreams and my plans To have you come back with your same old act thinking that I'll understand  Time and tears have mended the pain Healed all the hurt and changed everything Time and tears I'm happy to say Time and tears have washed it away Time and tears have washed you away  I didn't think that I would survive the day that you walked out on me I truly was more dead than alive; and the pain, Lord I couldn't believe I asked God to please have mercy on me and to ease all the feelings I felt Then I saw the light, now I'm more than alright; I'm much better off since you left  Time and tears is all that it takes To mend shattered hopes or a heart when it breaks Time and tears have carried me through Time and tears got me over you Time and tears and somebody new Time and tears is all that it takes To mend shattered hopes or a heart when it breaks Time and tears have carried me through Time and tears got me over you Time and tears and somebody new You might also like Time and tears, time and tears got me over you Time and tears, got me over youEmbed	19	1
494	The bridge, so high The bridge, so tall Here is where it started On the bridge The moon is big and yellow And the stars are all a' glow From the bridge, I see reflections In the waters far below  You kissed me for the first time here An' held me awfully tight And the bridge became our favorite place We came here often in the night  And one night while standing on the bridge Desire swept through us both Passion took us by the hand And showed us where to go  From the bridge we saw a meadow So we ran together there Where we found love together Our emotions filled the air You might also like The bridge, so wide The bridge, so long Where once we stood together Tonight I stand alone  Tonight, while standing on the bridge My heart is beating wild To think that you could leave me here With our unborn child  My feet are moving slowly Closer to the edge Here is where it started And here is where I'll end itEmbed	19	1
495	That's the way love is You have to love and learn  I've lost again Why can't I win? These tears that I cry make my eyes burn Each new love I find Turns out to be the wrong kind And it looks like I'll just have to love and learn  Love and learn, hurt and yearn For someone who will love me in return I'll be hurt many times Before the right one I find But that's the way love is You have to love and learn  Love and learn, just hurt and yearn For someone who will love me in return I'll be hurt many times Before the right one I find But that's the way love is You have to love and learn Yes, that's the way love is You have to love and learnYou might also likeEmbed	19	1
496	I'm running out of love and I'm running out of patience You seem to get worse every day I'm running out of love, better learn to resist temptation Or someday you'll wake up and I'll be far away  How long did you think you could keep on doing me wrong? How long did you think I'd stay quiet and take it? The love I had for you is almost gone And I ain't gonna let you take my heart and break it  I'm running out of love and I'm running out of patience You seem to get worse every day I'm running out of love, better learn to resist temptation Or someday you'll wake up and I'll be far away  You come and go just any time you want to And you never bother to tell me where you're going And I wonder if there's anything you don't do Someday you'll pay for the wild seed you're sowing  I'm running out of love and I'm running out of patience You seem to get worse every day I'm running out of love, better learn to resist temptation Or someday you'll wake up and I'll be far awayYou might also likeEmbed	19	1
497	I can see you're disappointed By the way you look at me And I'm sorry that I'm not The woman you thought I'd be  Yes, I've made my mistakes But listen and understand My mistakes are no worse than yours Just because I'm a woman  So when you look at me Don't feel sorry for yourself Just think of all the shame You might have brought somebody else Just let me tell you this Then we'll both know where we stand  My mistakes are no worse than yours Just because I'm a woman  Now a man will take a good girl And he'll ruin her reputation But when he wants to marry Well, that's a different situation You might also like He'll just walk off and leave her To do the best she can While he looks for an angel To wear his wedding band  Now I know that I'm no angel If that's what you thought you'd found I was just the victim of A man that lets me down  No, my mistakes are no worse than yours Just because I'm a womanEmbed	19	1
498	Baby sister what a waste to see you in this place I lose my mind from worrying over you In a bar room filled with people all higher than a steeple But I know why you do the things you do  And I curse the man that made you what you are today I hope he dies a thousand times a thousand ways Your eyes are filled with tears, sis lets get out of here 'Cause I love you baby sister, let's go And I curse the man that made you what you are today I hope he dies a thousand times a thousand ways Your eyes are filled with tears, sis lets get out of here 'Cause I love you baby sister, let's go home  Cause I love you baby sister, let's go homeYou might also likeEmbed	19	1
499	Something in your eyes makes me want to lose myself Makes me want to lost myself in your arms There's something in your voice makes my heart beat fast Hope this feeling lasts the rest of my life  If you knew how lonely my life has been And how long I've felt so low If you knew how I wanted someone to come along And change my life the way you've done  Feels like home to me Feels like home to me Feels like I'm all the way back where I come from Feels like home to me Feels like home to me Feels like I'm all the way back where I belong  A window breaks down a long dark street And a siren wails in the night But I'm alright cause I have you here with me And I can almost see through the dark, there's light You might also like If you knew how much this moment means to me And how long I've waited for your touch If you knew how happy you are making me I never thought I'd love anyone so much  Feels like home to me Feels like home to me Feels like I'm all the way back where I come from Feels like home to me Feels like home to me Feels like I'm all the way back where I belongEmbed	19	1
500	Trouble, we have known trouble In our struggle just to get by Many times the burden's been heavy Still we carried on side by side  And when we're gone long gone The only thing that will have mattered Is the love that we shared And the way that we cared When we're gone, long gone  And when we're walking together in glory Hand in hand through eternity It's the love that will be remembered Not wealth, not poverty  And when we're gone long gone The only thing that will have mattered Is the love that we shared And the way that we cared When we're gone, long goneYou might also likeEmbed	19	1
501	Everybody's talking at me I don't hear a word they're sayin' Only the echoes in my mind People stop to starin' I can't see their faces Only the shadows of their eyes I'm goin' where the sun keeps shinin' Through the fallin' rain Going where the weather suits my clothes Bankin' off the northeast winds Sailin' on summer breeze Skippin' over the ocean like a stone I'm goin' where the sun keeps shinin' Through the fallin' rain Going where the weather suits my clothes Bankin' off the northeast winds Sailin' on summer breeze Skippin' over the ocean like a stone Everybody's talking at me I don't hear a word they're sayin' Only the echoes of my mind I won't let you leave my love behind I won't let you leave Know I won't let you leave my love behind You might also likeEverybody's talking at me Everybody's talking at meEmbed	20	1
502	Every year when this day rolls around I think of the night we first tore up the town And I wonder if you're laughing with your eyes glowing Making pretty conversation with the wines flowing I'm runnin' your place just like always Just like always Everyday at least one time I look at your face in the back of my mind When you're smiling at the ocean and your eyes shining When your hair's a red river and it's all mine For a thousand days just like always Maybe someday I really will forget I'll really learn to live again, I'll live without regret But funny, isn't it? This man ain't laughing yet Does love really last forever? Does the ocean love the sunset every time? Oh, I pass your street, I look both ways, so incomplete And I think that I might see you but of course, I don't And I wish that you would call me but I know you won't And I love you anyway just like always Just like always Just like always Just like, just like, just like alwaysYou might also likeEmbed	20	1
503	Well, hello there My, it's been a long, long time How am I doing? Oh, I guess that I'm doing fine It's been so long now But it seems like it was only yesterday Gee, ain't it funny How time slips away How's your new love? I hope that he's doin fine I heard you told him That you'd love him till the end of time Now, that's the same thing that you told me Seems like just the other day Gee, ain't it funny How time slips away I gotta go now I guess I'll see you around But don't know when though Gotta never know, when I'll be back in town But remember, what I tell you In time your gonna pay And it's surprising (And it's surprising) How time slips away (how time just slips away)You might also likeEmbed	20	1
504	The seventh son born to an Arkansas farmer And a hard workin' mother of twelve Who never could find any time or a dollar That she could just spend on herself I remember things now, that my daddy once told me The old man grew wiser with time And a life on the farm, that in a boy's view was awful Has changed in these same older eyes  Oh the weeds have grown high on the farm back in Dixie Where cotton and corn used to grow And the memories run wild in this Arkansas farmboy Who'd give all he owns just to go [Verse [ I recall how grandaddy held me and taught me The melody to "In The Pines" On a five-dollar guitar that led to a fortune I'd trade just to go back in time  Oh the weeds have grown high on the farm back in Dixie Where cotton and corn used to grow And the memories run wild in this Arkansas farmboy Who'd give all he owns just to go Oh the weeds have grown high on the farm back in Dixie Where cotton and corn used to grow And the memories run wild in this Arkansas farmboy Who'd give all he owns just to goYou might also likeEmbed	20	1
505	Have I lost your love or have I lost my mind? Am I seeing things or am I going blind? Do I hear you crying softly in your sleep? Am I all alone or is it only me? Is it my imagination every time? Is it jealousy that rules this heart of mine Has it come to pass or has it come to be? Am I all alone or is it only me? Or is it just a crazy phase that we're going through? Is it cold in here or is it you? Do I hear you crying softly in your sleep? Am I all alone or is it only me? Or is it just a crazy phase that we're going through? Is it cold in here or is it you? Do I hear you crying softly in your sleep? Am I all alone or is it only me? Am I all alone or is it only me?You might also likeEmbed	20	1
506	I spend the night in a chair thinkin' she'll be there but she never comes And then I wake up and wiped the sleep from my eyes And I rise to face another day without her It's just no good anymore when you walk through the door of an empty room And then you go inside and sat at the table for one It's no fun when you spend the day without her We burst the pretty baloon it took us to the Moon Such a beautiful thing bit it's ended now But it sounds like a lie if I say I'd rather die than live without her I spend the night in a chair...You might also likeEmbed	20	1
507	Nothing's quite as pretty as Mary in the morning When through a sleepy haze I see her lyin' there Soft as the rain that falls on summer flowers Warm as the sunlight shinin' on her golden hair, mhm When I wake and see her there so close beside me I want to take her in my arms The ache is there so deep inside me And nothing's quite as pretty as Mary in the morning Chasin' a rainbow in the dream so far away And when she turns to touch it I kiss her face so softly My Mary wakes to love another day, mhm My Mary's there in sunny days or stormy weather She doesn't care 'cause right or wrong The love we share we share together And nothing's quite as pretty as Mary in the evening Kissed by the shades of night and starlight on her hair And as we walk I hold her close beside me Oh, how tomorrows for lifetime we'll share, mhm Nothing's quite as pretty as Mary in the morning Nothing's quite as pretty as Mary in the evening...You might also likeEmbed	20	1
508	I was alright for a while, Icould smile for a while But I saw you last night, you held my hand so tight As you stopped to say hello Oh, you wished me well, you couldn't tell That I'd been crying over you, crying over you Since you said so long left me standing all alone Alone and crying, crying, crying, crying It's hard to understand that the touch of your hand can start me crying I thought that I was over you but it's true so true I love you even more than I did before but darling, what can I do for you? Crying over you, crying over you Yes, now you're gone but from this moment on I'll be crying, crying, oh crying, crying Yeah crying, crying over youYou might also likeEmbed	20	1
509	Here's to the people who gave me life And then showed me how to live it And taught me that you measure love By how freely you can give it And the gift I give to you Is the lesson that I learned That when a love is true It has nothing in return Unconditional love, that they gave to me It wasn't mine to keep and I knew someday I'd hand it down to you and hope that I can be The one who makes you see The importance of unconditional love And there were times I know I let them down But never once was I rejected And when I stood alone to face this world Somehow I still felt protected That's the common bond we share And it will last through the years And you can trust that I'll be there Through the good times and the tears You might also likeUnconditional love, like they gave to me It's not yours to keep and I know someday Someone will look to you and you will have to be The one who makes him see The importance of unconditional loveEmbed	20	1
510	Now love is pouring through the windows, comin' through the door I can feel it creepin' through the cracks in the floor Bouncin' off the walls and the ceilin' up above Since I found you I'm livin' in a house of love All my life my heart's been walked on Women said they loved me, my how they talked Tellin' me lies and fillin' my eyes with tears That I couldn't control I couldn't get a hold of myself long enough to realize They were only tryin' to pull the wool over my eyes I found you then the skies turned blue I'm livin' in a house of love Now love is pouring through the windows, comin' through the door I can feel it creepin' through the cracks in the floor Bouncin' off the walls and the ceilin' up above Since I found you I'm livin' in a house of love Once I lived in a hole like a rabbit I couldn't find love the blues were a habit A lonely man and I couldn't understand Why everything I tried went wrong Till you came alone bless your heart and showed me the right way You dried my eyes and turned my night to day And I'm so proud I wanna holler our loud Tell the world about my house of love You might also likeNow love is pouring through the windows, comin' through the door I can feel it creepin' through the cracks in the floor Bouncin' off the walls and the ceilin' up above Since I found you I'm livin' in a house of love Now love is pouring through the windows, comin' through the door I can feel it creepin' through the cracks in the floor Bouncin' off the walls and the ceilin' up above Since I found you I'm livin' in a house of loveEmbed	20	1
511	Flowers have blooms the ocean has waves the sky has clouds people have babes I wanna live till I get old I wanna watch all of this grow I wanna live live and let live I want all the love this life has to give I wanna smile and be friendly with you I wanna live and let you live some too Rover is big Tabby is small Betty is short Jimmy is tall They wanna live live and let live they want all the love this life has to give They wanna smile and be friendly with you they wanna live and let you live some too We wanna live what want youYou might also likeEmbed	20	1
512	If time were not a moving thing And I could make it stay This hour of love we share would always be There'd be no coming day To shine a morning light Make us realize our night Is over When you walk away from me there Is no place to put my hand Except to shade my eyes against the sun That rises o'er the land I watch you walk away somehow I have to let you go now It's over If you knew just how I really Feel you might return and yet There are so many times that people Have to love and then forget Though there might have been a way I have to force myself to say It's over  You might also likeSo I turn my back and Turn my collar to the wind Move along in silence Tryin' not to think at all Send my tired feet before me Walk the silent street before me It's over It's overEmbed	20	1
513	There is someone walkin' behind you Turn around, look at me And there's someone watchin' your footsteps Turn around, look at me There is someone who really needs you Here's my heart in my hands  Turn around Look at me And understand, understand  That there's someone to stand beside you Turn around, look at me And there's someone to love and guide you Turn around, look at me Oh, I've waited, but I'll wait forever For you to come to me  Look at someone Who really loves you, yeah loves you Turn around, look at me You might also like Turn around, look at meEmbed	20	1
514	Woman oh woman have you got cheating on your mind on your mind There's something wrong between us that your laughter cannot hide And you're afraid to let your eyes meet mine And lately when I love you I know you're not satisfied Woman oh tell me woman have you got cheating on your mind on your mind I've seen the way men look at you when they think I don't see And it hurts to have them think that you're that kind But it's knowing that you're looking back that's really killing me Oh woman oh tell me woman have you got cheating on your mind on your mind A woman wears a certain look when she is on the move And a man can always tell what's on her mind I hate to have to say it but that look's all over you Oh woman oh tell me woman have you got cheating on your mind Oh woman oh tell me woman have you got cheating on your mindYou might also likeEmbed	20	1
515	I have sung for kings and queens all arou-ound the wor-orld I have romanced millions with my guitar and a lo-o-ove song Taj Mahal to Paris, Galveston to Hollywoo-ood I thought I had done it all the-en I met You Now I'm singin' a new so-ong Makin' music for Jesus my Ki-ing He is my hero He's become my everything Now there's no other song No higher melody U-under heaven, the greatest love story Jesus and me People call me a winner But I know what it mea-eans to lose I've seen some high times I've paid some due-ue-ues Payin' dues just isn't enough Nothin' seemed to satisfy me Until I met Jesus I'll tell you He's alive And I am free Now I'm singin' a new so-ong Makin' music for Jesus my Ki-i-ing He is my hero He's become my everything Now there's no other song No higher melody U-under heaven, the greatest love story U-under heaven, the greatest love story Under heaven, the greatest love story Jesus and meYou might also likeEmbed	20	1
516	Feel like I'm coming out of the storm Watching dark clouds drift away Saying goodbye to all the pain I used to know It's time to let it go  Just can't seem to make myself conform To what the world wants me to be But the difference doesn't hurt me anymore I know they'll welcome me  Where I am going there will be no compromise No tears will come to cloud my eyes Where I am going And all the precious world I've had to sacrifice Will be given to me twice Because He paid the price And it's worth it all just knowin' Where I am goin'  Do you want to go rid'n' with me To a place that lasts forevermore Please don't think that you are one among the few I'm different just like you You might also like Where I am going there will be no alibis No might-have-beens or sacrifice Where I am going And all the questions still unanswered in my mind Lord, I'll leave 'em all behind I'll only find the answers I'll only keep on going (Keep on going) Where I'm going  (Where I am going) There will be no compromise No tears will come to cloud my eyes Where I am going And all the precious world I've had to sacrifice Will be given to me twice Because He paid the price And it's worth it all just knowing Where I am going (Where I am going there will be no alibis) Where I am going (Where I am going) (And all the questions still unanswered in my mind)Embed	20	1
517	He was born far away from home In a troubled place in a distant land He was guided by a reason as he searched for the truth Questioning life as he tried to understand Just who he was Discipled by philosophy A dead end street with no way through Trusting education as the key to his soul But the room that it opened held no clue To who he was  And the Wayward Son kept looking For a path to lead him home A new age revelation to give him hope And the Wayward Son kept learning But the wisdom never came And he searched for years to find out Who he was At forty he was born again In a peaceful place in a familiar land Sheltered by a grace God revealed His truth And day by day he grew to comprehend Just who he was Refashioned by the hand of love In the image of God's only son He was freed from the fall with the curse in The dust In Christ he found the essence Of just who he was You might also like And the Wayward Son stopped looking For a path to lead him home He received a revelation that gave him hope And the Wayward Son stopped yearning For the wisdom of the wind And he began to find out Who he was As a newborn son I'm walking On the path that leads me home You know the spirit's revelation gives me hope As a newborn son I'm growing In the wisdom of God's plan I must lose myself to find out Who I am I am no longer the Wayward SonEmbed	20	1
518	It's cold and windy on these streets tonight Lines are forming now Meals to be eaten, beds to find Hearts are warming now Love is given and love is received A candle in the darkness Because someone has believed What Jesus said Unto the least of these What you do for them You also do for Me You must give of what you have (are) To become what you must be You must give your love Unto the least of these It's warm inside the safe suburban home But souls are dying now The sound of words unspoken drowning out The sounds of crying now Love withheld is a love that disappears They do not care because they cannot here What Jesus said... Hungry mouths to feed Thirsty souls in need The naked clothed again The sick in their distress The prisoners of loneliness The strangers welcomed in Jesus said...You might also likeEmbed	20	1
